source_row_number,transaction_id,item,quantity,price_per_unit,total_spent,payment_method,location,transaction_date,transaction_month,weekday_name,day_type,province,duplicate_transaction_id_flag,missing_date_flag,item_imputed_flag,quantity_repaired_flag,price_per_unit_repaired_flag,total_spent_repaired_flag,unknown_payment_flag,unknown_location_flag,unknown_province_flag,revenue_mismatch_flag,item_price_mismatch_flag
3006,TXN_2885718,Coffee,1,3.5,3.5,Cash,In-store,2023-05-29,2023-05,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3007,TXN_3094579,Cookie,2,2.5,5.0,Digital Wallet,Unknown Location,2023-07-05,2023-07,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,True,False,False,False
3008,TXN_3156854,Coffee,2,3.5,7.0,Credit Card,In-store,2023-03-19,2023-03,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3009,TXN_2287067,Salad,3,9.0,27.0,Cash,In-store,2023-07-13,2023-07,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3010,TXN_4498219,Salad,1,9.0,9.0,Credit Card,In-store,2023-10-02,2023-10,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3011,TXN_9349937,Sandwich,2,8.0,16.0,Credit Card,In-store,2023-08-31,2023-08,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3012,TXN_3814940,Coffee,4,3.5,14.0,Credit Card,In-store,2023-01-10,2023-01,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3013,TXN_2744441,Cookie,5,2.5,12.5,Credit Card,In-store,2023-01-29,2023-01,Sunday,Weekend,British Columbia,False,False,True,False,False,False,False,False,False,False,False
3014,TXN_5091537,Coffee,1,3.5,3.5,Credit Card,Takeaway,2023-01-23,2023-01,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3015,TXN_4854759,Coffee,3,3.5,10.5,Credit Card,In-store,2023-01-28,2023-01,Saturday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3016,TXN_9876038,Tea,1,3.0,3.0,Credit Card,In-store,2023-11-18,2023-11,Saturday,Weekend,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3017,TXN_4255937,Juice,3,4.5,13.5,Cash,In-store,2023-02-24,2023-02,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3018,TXN_2708753,Tea,1,3.0,3.0,Credit Card,In-store,2023-03-15,2023-03,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3019,TXN_2062121,Juice,4,4.5,18.0,Digital Wallet,Unknown Location,2023-03-28,2023-03,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,True,False,False,False
3020,TXN_2247026,Coffee,2,3.5,7.0,Cash,In-store,2023-11-02,2023-11,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3021,TXN_3115490,Coffee,1,3.5,3.5,Credit Card,In-store,2023-04-11,2023-04,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
3022,TXN_1747365,Sandwich,1,8.0,8.0,Credit Card,In-store,2023-12-19,2023-12,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
3023,TXN_5579209,Coffee,1,3.5,3.5,Cash,In-store,2023-05-10,2023-05,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3024,TXN_3243091,Tea,2,3.0,6.0,Digital Wallet,Takeaway,2023-03-15,2023-03,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3025,TXN_5069911,Coffee,4,3.5,14.0,Unknown Payment,In-store,2023-11-28,2023-11,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,True,False,False,False,False
3026,TXN_5686761,Coffee,3,3.5,10.5,Digital Wallet,In-store,2023-12-14,2023-12,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3027,TXN_6085997,Tea,3,3.0,9.0,Cash,In-store,2023-03-27,2023-03,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3028,TXN_3762684,Salad,3,9.0,27.0,Credit Card,In-store,2023-08-02,2023-08,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
3029,TXN_5900243,Cookie,5,2.5,12.5,Digital Wallet,In-store,2023-03-27,2023-03,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3030,TXN_7558242,Refresher,3,5.0,15.0,Digital Wallet,In-store,2023-03-01,2023-03,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3031,TXN_6839308,Sandwich,1,8.0,8.0,Digital Wallet,Takeaway,2023-02-17,2023-02,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3032,TXN_6978376,Sandwich,3,8.0,24.0,Digital Wallet,In-store,2023-02-02,2023-02,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
3033,TXN_7083957,Cookie,1,2.5,2.5,Credit Card,Takeaway,2023-10-19,2023-10,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3034,TXN_4915789,Salad,5,9.0,45.0,Digital Wallet,In-store,2023-01-12,2023-01,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3035,TXN_8869919,Tea,1,3.0,3.0,Credit Card,In-store,2023-09-01,2023-09,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3036,TXN_7360047,Tea,1,3.0,3.0,Digital Wallet,Takeaway,2023-07-07,2023-07,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3037,TXN_9675840,Cookie,1,2.5,2.5,Credit Card,Takeaway,2023-09-13,2023-09,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3038,TXN_6356751,Coffee,2,3.5,7.0,Credit Card,In-store,2023-10-03,2023-10,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3039,TXN_7290489,Juice,1,4.5,4.5,Digital Wallet,In-store,2023-05-10,2023-05,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
3040,TXN_9497354,Donut,4,2.0,8.0,Credit Card,In-store,2023-04-21,2023-04,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3041,TXN_1106127,Coffee,1,3.5,3.5,Digital Wallet,In-store,2023-01-23,2023-01,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3042,TXN_1098383,Cookie,1,2.5,2.5,Credit Card,Takeaway,2023-01-15,2023-01,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3043,TXN_4268003,Tea,1,3.0,3.0,Cash,In-store,2023-04-25,2023-04,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3044,TXN_1976549,Refresher,1,5.0,5.0,Credit Card,Takeaway,2023-11-21,2023-11,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
3045,TXN_6121829,Refresher,1,5.0,5.0,Cash,In-store,2023-06-21,2023-06,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3046,TXN_1004551,Sandwich,1,8.0,8.0,Cash,In-store,2023-04-12,2023-04,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3047,TXN_4391801,Coffee,1,3.5,3.5,Cash,Unknown Location,2023-10-31,2023-10,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,True,False,False,False
3048,TXN_2477979,Tea,1,3.0,3.0,Credit Card,Takeaway,2023-08-10,2023-08,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3049,TXN_9371973,Tea,1,3.0,3.0,Unknown Payment,In-store,,,,,British Columbia,False,True,False,False,False,False,True,False,False,False,False
3050,TXN_5511847,Salad,3,9.0,27.0,Credit Card,Takeaway,2023-09-14,2023-09,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3051,TXN_6526300,Coffee,2,3.5,7.0,Digital Wallet,In-store,2023-02-16,2023-02,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3052,TXN_7312995,Coffee,1,3.5,3.5,Cash,In-store,2023-02-28,2023-02,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3053,TXN_2474821,Coffee,1,3.5,3.5,Cash,In-store,2023-01-12,2023-01,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3054,TXN_8863536,Tea,2,3.0,6.0,Credit Card,Takeaway,2023-01-06,2023-01,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
3055,TXN_7531228,Salad,1,9.0,9.0,Credit Card,In-store,2023-12-12,2023-12,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3056,TXN_8628811,Coffee,2,3.5,7.0,Cash,In-store,2023-04-26,2023-04,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3057,TXN_4241783,Coffee,5,3.5,17.5,Credit Card,In-store,2023-10-30,2023-10,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3058,TXN_6604223,Cookie,1,2.5,2.5,Credit Card,In-store,2023-04-27,2023-04,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3059,TXN_4480319,Cookie,1,2.5,2.5,Credit Card,In-store,2023-11-05,2023-11,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3060,TXN_4116602,Salad,1,9.0,9.0,Digital Wallet,Takeaway,2023-09-07,2023-09,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3061,TXN_9659891,Juice,2,4.5,9.0,Digital Wallet,Takeaway,2023-06-29,2023-06,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3062,TXN_7513700,Coffee,1,3.5,3.5,Credit Card,In-store,2023-04-30,2023-04,Sunday,Weekend,Manitoba,False,False,False,False,False,False,False,False,False,False,False
3063,TXN_5814390,Tea,2,3.0,6.0,Credit Card,Takeaway,,,,,Manitoba,False,True,False,False,False,False,False,False,False,False,False
3064,TXN_2284028,Refresher,4,5.0,20.0,Credit Card,Takeaway,2023-02-27,2023-02,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
3065,TXN_7207394,Refresher,1,5.0,5.0,Credit Card,In-store,2023-09-19,2023-09,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3066,TXN_5136273,Sandwich,1,8.0,8.0,Cash,In-store,2023-03-29,2023-03,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3067,TXN_1335878,Cookie,3,2.5,7.5,Credit Card,Takeaway,,,,,Newfoundland and Labrador,False,True,False,False,False,False,False,False,False,False,False
3068,TXN_2595301,Refresher,1,5.0,5.0,Cash,In-store,2023-07-27,2023-07,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3069,TXN_1341511,Donut,1,2.0,2.0,Cash,In-store,2023-03-21,2023-03,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
3070,TXN_8996262,Coffee,2,3.5,7.0,Digital Wallet,Takeaway,2023-10-16,2023-10,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3071,TXN_2969268,Sandwich,1,8.0,8.0,Credit Card,In-store,2023-10-03,2023-10,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3072,TXN_2228585,Refresher,3,5.0,15.0,Credit Card,In-store,2023-08-04,2023-08,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3073,TXN_7770949,Sandwich,1,8.0,8.0,Credit Card,Takeaway,2023-02-23,2023-02,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3074,TXN_6648741,Cookie,2,2.5,5.0,Credit Card,In-store,2023-02-14,2023-02,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3075,TXN_9814601,Donut,3,2.0,6.0,Digital Wallet,Takeaway,2023-08-04,2023-08,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3076,TXN_5885771,Coffee,1,3.5,3.5,Cash,Unknown Location,2023-11-28,2023-11,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
3077,TXN_3534428,Coffee,1,3.5,3.5,Credit Card,In-store,2023-06-15,2023-06,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3078,TXN_4964308,Refresher,1,5.0,5.0,Credit Card,In-store,2023-12-31,2023-12,Sunday,Weekend,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3079,TXN_5024154,Tea,3,3.0,9.0,Cash,Takeaway,2023-11-29,2023-11,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
3080,TXN_3039081,Coffee,2,3.5,7.0,Credit Card,Takeaway,2023-09-02,2023-09,Saturday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3081,TXN_2902411,Refresher,1,5.0,5.0,Digital Wallet,Takeaway,2023-04-26,2023-04,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3082,TXN_8207196,Tea,2,3.0,6.0,Credit Card,In-store,2023-12-22,2023-12,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3083,TXN_8300861,Cookie,2,2.5,5.0,Cash,In-store,2023-01-25,2023-01,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3084,TXN_7018649,Donut,5,2.0,10.0,Credit Card,In-store,2023-04-10,2023-04,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3085,TXN_4204621,Coffee,1,3.5,3.5,Digital Wallet,In-store,2023-01-19,2023-01,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3086,TXN_3709144,Sandwich,3,8.0,24.0,Cash,In-store,2023-09-11,2023-09,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3087,TXN_2325626,Refresher,2,5.0,10.0,Credit Card,In-store,2023-05-29,2023-05,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3088,TXN_3478279,Coffee,4,3.5,14.0,Credit Card,In-store,2023-06-26,2023-06,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
3089,TXN_4196605,Juice,1,4.5,4.5,Cash,In-store,2023-07-02,2023-07,Sunday,Weekend,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3090,TXN_4486874,Coffee,1,3.5,3.5,Credit Card,In-store,2023-03-29,2023-03,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3091,TXN_6276642,Tea,3,3.0,9.0,Digital Wallet,In-store,2023-01-19,2023-01,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3092,TXN_2407620,Donut,3,2.0,6.0,Cash,In-store,2023-08-21,2023-08,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3093,TXN_9404099,Salad,1,9.0,9.0,Cash,In-store,2023-02-15,2023-02,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
3094,TXN_1153267,Tea,2,3.0,6.0,Cash,In-store,2023-01-03,2023-01,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3095,TXN_2233652,Sandwich,1,8.0,8.0,Cash,In-store,2023-06-06,2023-06,Tuesday,Weekday,Newfoundland and Labrador,False,False,True,False,False,False,False,False,False,False,False
3096,TXN_5407635,Cookie,1,2.5,2.5,Cash,In-store,2023-11-29,2023-11,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3097,TXN_8515420,Coffee,1,3.5,3.5,Credit Card,In-store,2023-04-24,2023-04,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3098,TXN_7137526,Coffee,1,3.5,3.5,Cash,In-store,2023-11-27,2023-11,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
3099,TXN_6215632,Coffee,2,3.5,7.0,Digital Wallet,Takeaway,2023-07-22,2023-07,Saturday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3100,TXN_1886128,Sandwich,1,8.0,8.0,Digital Wallet,In-store,2023-04-19,2023-04,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3101,TXN_5774064,Sandwich,1,8.0,8.0,Credit Card,In-store,2023-08-18,2023-08,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3102,TXN_4316824,Salad,4,9.0,36.0,Cash,In-store,2023-11-08,2023-11,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3103,TXN_1147426,Sandwich,1,8.0,8.0,Credit Card,In-store,2023-07-10,2023-07,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3104,TXN_9138936,Coffee,2,3.5,7.0,Credit Card,In-store,2023-02-17,2023-02,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3105,TXN_8134868,Cookie,4,2.5,10.0,Unknown Payment,Unknown Location,2023-01-30,2023-01,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,True,True,False,False,False
3106,TXN_6493441,Tea,1,3.0,3.0,Credit Card,Unknown Location,2023-10-09,2023-10,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,True,False,False,False
3107,TXN_7203254,Refresher,1,5.0,5.0,Digital Wallet,Unknown Location,2023-05-08,2023-05,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
3108,TXN_4609610,Coffee,2,3.5,7.0,Digital Wallet,Takeaway,2023-04-05,2023-04,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
3109,TXN_6443941,Coffee,2,3.5,7.0,Credit Card,In-store,2023-08-29,2023-08,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
3110,TXN_2576080,Donut,2,2.0,4.0,Credit Card,In-store,2023-09-29,2023-09,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
3111,TXN_7875964,Coffee,2,3.5,7.0,Credit Card,In-store,2023-09-07,2023-09,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
